# Use the Source file to translate labels for the first time.
# - Change the language code in the header from the organization's default language to the translation language. See "Supported Languages for Translatable Customizations" in the Salesforce.com online help for a list of supported languages and their associated language codes.
# - Replace the untranslated values in the LABEL column with translated values.

# Notes:
# Don't add columns to or remove columns from this file.
# Tabs (\t), new lines (\n) and carriage returns (\r) are represented by special characters in this file. These characters should be preserved in the import file to maintain formatting.
# Lines that begin with the # symbol are ignored during import.
# Salesforce translation files are exported in the UTF-8 encoding to support extended and double-byte characters. This encoding cannot be changed.

# Language: English
Language code: en_US
Type: Source

# KEY	LABEL

PicklistValue.Account_Plan_vod__c.CPOE_BMS_US.Epic	Epic
PicklistValue.Account_Plan_vod__c.CPOE_BMS_US.GE Healthcare	GE Healthcare
PicklistValue.Account_Plan_vod__c.CPOE_BMS_US.McKesson	McKesson
PicklistValue.Account_Plan_vod__c.CPOE_BMS_US.Medworxx	Medworxx
PicklistValue.Account_Plan_vod__c.CPOE_BMS_US.Other	Other
PicklistValue.Account_Plan_vod__c.CPOE_BMS_US.Patient Focus Systems	Patient Focus Systems
PicklistValue.Account_Plan_vod__c.CPOE_BMS_US.Siemens	Siemens
PicklistValue.Account_Plan_vod__c.CPOE_BMS_US.TeleTracking Technologies	TeleTracking Technologies
PicklistValue.Account_Plan_vod__c.Disease_States_1_BMS_US.HIV	HIV
PicklistValue.Account_Plan_vod__c.Disease_States_1_BMS_US.Kidney Transplant	Kidney Transplant
PicklistValue.Account_Plan_vod__c.Disease_States_1_BMS_US.Oncology	Oncology
PicklistValue.Account_Plan_vod__c.Disease_States_2_BMS_US.HIV	HIV
PicklistValue.Account_Plan_vod__c.Disease_States_2_BMS_US.Kidney Transplant	Kidney Transplant
PicklistValue.Account_Plan_vod__c.Disease_States_2_BMS_US.Oncology	Oncology
PicklistValue.Account_Plan_vod__c.Disease_States_3_BMS_US.HIV	HIV
PicklistValue.Account_Plan_vod__c.Disease_States_3_BMS_US.Kidney Transplant	Kidney Transplant
PicklistValue.Account_Plan_vod__c.Disease_States_3_BMS_US.Oncology	Oncology
PicklistValue.Account_Plan_vod__c.Disease_States_4_BMS_US.HIV	HIV
PicklistValue.Account_Plan_vod__c.Disease_States_4_BMS_US.Kidney Transplant	Kidney Transplant
PicklistValue.Account_Plan_vod__c.Disease_States_4_BMS_US.Oncology	Oncology
PicklistValue.Account_Plan_vod__c.Disease_States_5_BMS_US.HIV	HIV
PicklistValue.Account_Plan_vod__c.Disease_States_5_BMS_US.Kidney Transplant	Kidney Transplant
PicklistValue.Account_Plan_vod__c.Disease_States_5_BMS_US.Oncology	Oncology
PicklistValue.Account_Plan_vod__c.Geographic_Reach_BMS_US.International	International
PicklistValue.Account_Plan_vod__c.Geographic_Reach_BMS_US.Local	Local
PicklistValue.Account_Plan_vod__c.Geographic_Reach_BMS_US.National	National
PicklistValue.Account_Plan_vod__c.Geographic_Reach_BMS_US.Regional	Regional
PicklistValue.Account_Plan_vod__c.Insurance_continuatio_program_ICP_BMS_US.No	No
PicklistValue.Account_Plan_vod__c.Insurance_continuatio_program_ICP_BMS_US.Yes	Yes
PicklistValue.Account_Plan_vod__c.Medicaid_Expansion_BMS_US.Decision Pending	Decision Pending
PicklistValue.Account_Plan_vod__c.Medicaid_Expansion_BMS_US.No	No
PicklistValue.Account_Plan_vod__c.Medicaid_Expansion_BMS_US.Yes	Yes
PicklistValue.Account_Plan_vod__c.Prioritization_BMS_CORE.High	High
PicklistValue.Account_Plan_vod__c.Prioritization_BMS_CORE.Low	Low
PicklistValue.Account_Plan_vod__c.Prioritization_BMS_CORE.Medium	Medium
PicklistValue.Account_Plan_vod__c.Prioritization_BMS_CORE.Very High	Very High
PicklistValue.Account_Plan_vod__c.Product_BMS_US.ABILIFY	ABILIFY
PicklistValue.Account_Plan_vod__c.Product_BMS_US.BYDUREON	BYDUREON
PicklistValue.Account_Plan_vod__c.Product_BMS_US.BYETTA	BYETTA
PicklistValue.Account_Plan_vod__c.Product_BMS_US.ELIQUIS	ELIQUIS
PicklistValue.Account_Plan_vod__c.Product_BMS_US.KOMBIGLYZE	KOMBIGLYZE
PicklistValue.Account_Plan_vod__c.Product_BMS_US.ONGLYZA	ONGLYZA
PicklistValue.Account_Plan_vod__c.Product_BMS_US.SYMLIN	SYMLIN
PicklistValue.Account_Plan_vod__c.Risk_1_BMS_US.High	High
PicklistValue.Account_Plan_vod__c.Risk_1_BMS_US.Low	Low
PicklistValue.Account_Plan_vod__c.Risk_1_BMS_US.Medium	Medium
PicklistValue.Account_Plan_vod__c.Risk_2_BMS_US.High	High
PicklistValue.Account_Plan_vod__c.Risk_2_BMS_US.Low	Low
PicklistValue.Account_Plan_vod__c.Risk_2_BMS_US.Medium	Medium
PicklistValue.Account_Plan_vod__c.Risk_3_BMS_US.High	High
PicklistValue.Account_Plan_vod__c.Risk_3_BMS_US.Low	Low
PicklistValue.Account_Plan_vod__c.Risk_3_BMS_US.Medium	Medium
PicklistValue.Account_Plan_vod__c.Risk_4_BMS_US.High	High
PicklistValue.Account_Plan_vod__c.Risk_4_BMS_US.Low	Low
PicklistValue.Account_Plan_vod__c.Risk_4_BMS_US.Medium	Medium
PicklistValue.Account_Plan_vod__c.Risk_5_BMS_US.High	High
PicklistValue.Account_Plan_vod__c.Risk_5_BMS_US.Low	Low
PicklistValue.Account_Plan_vod__c.Risk_5_BMS_US.Medium	Medium
PicklistValue.Account_Plan_vod__c.Status.Approved	Approved
PicklistValue.Account_Plan_vod__c.Status.In Progress	In Progress
PicklistValue.Account_Plan_vod__c.Status.Pending	Pending
PicklistValue.Account_Plan_vod__c.Status.Rejected	Rejected
PicklistValue.Account_Plan_vod__c.Type.Local	Local
PicklistValue.Account_Plan_vod__c.Type.National	National
PicklistValue.Account_Plan_vod__c.Type.Regional	Regional
PicklistValue.Account_Plan_vod__c.Wait_list_BMS_US.No	No
PicklistValue.Account_Plan_vod__c.Wait_list_BMS_US.Yes	Yes
PicklistValue.Material_Order__c.Status.Approved	Approved
PicklistValue.Material_Order__c.Status.In Progress	In Progress
PicklistValue.Material_Order__c.Status.On Hold	On Hold
PicklistValue.Material_Order__c.Status.Pending	Pending
PicklistValue.Material_Order__c.Status.Rejected	Rejected
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Access	Access
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Business Unit Director	Business Unit Director
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Clinical Research Personnel	Clinical Research Personnel
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Country Medical Director	Country Medical Director
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.External Partnership Manager	External Partnership Manager
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Field Medical	Field Medical
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Field Medical Mgr / Trainer	Field Medical Mgr / Trainer
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Field coach	Field coach
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.General Manager	General Manager
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.HQ	HQ
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Health Economics Outcomes research	Health Economics Outcomes research
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.JV Partner	JV Partner
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Joint venture partner	Joint venture partner
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.MSM	MSM
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Manager	Manager
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Market Access	Market Access
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Market Access Colleague	Market Access Colleague
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Market Access Director	Market Access Director
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Marketing	Marketing
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Marketing Manager	Marketing Manager
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Medical	Medical
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Not accompanied	Not accompanied
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Not accompanied : refused by HCP	Not accompanied : refused by HCP
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Office-Based Medic	Office-Based Medic
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Other	Other
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Other Field Medical	Other Field Medical
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Other HO Colleague	Other HO Colleague
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Pricing & Reimbursement Manager	Pricing & Reimbursement Manager
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.RBD 	RBD 
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.RBM 	RBM 
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Sales	Sales
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Sales Colleague	Sales Colleague
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Sales Representative	Sales Representative
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Senior Management	Senior Management
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Trainee	Trainee
PicklistValue.Call2_vod__c.Accompanied_By_BMS_EMEA.Trainers	Trainers
PicklistValue.Call2_vod__c.Achieved_BMS_CN.Achieved	Achieved
PicklistValue.Call2_vod__c.Achieved_BMS_CN.Follow up	Follow up
PicklistValue.Call2_vod__c.Achieved_BMS_CN.Unachieved	Unachieved
PicklistValue.Call2_vod__c.Activity_Type.Accredited CHE	Accredited CHE
PicklistValue.Call2_vod__c.Activity_Type.AdBoard	AdBoard
PicklistValue.Call2_vod__c.Activity_Type.Consultation Meeting	Consultation Meeting
PicklistValue.Call2_vod__c.Activity_Type.Contracts Discussion	Contracts Discussion
PicklistValue.Call2_vod__c.Activity_Type.Disease Management	Disease Management
PicklistValue.Call2_vod__c.Activity_Type.General Meeting	General Meeting
PicklistValue.Call2_vod__c.Activity_Type.Hospital/Clinic Visit with Rep	Hospital/Clinic Visit with Rep
PicklistValue.Call2_vod__c.Activity_Type.Key Informant Interview	Key Informant Interview
PicklistValue.Call2_vod__c.Activity_Type.Marketing Program	Marketing Program
PicklistValue.Call2_vod__c.Activity_Type.OLA	OLA
PicklistValue.Call2_vod__c.Activity_Type.Office Visit	Office Visit
PicklistValue.Call2_vod__c.Activity_Type.Tactical Discussion	Tactical Discussion
PicklistValue.Call2_vod__c.Attendee_Type_vod.Contact_vod	Contact
PicklistValue.Call2_vod__c.Attendee_Type_vod.Event_vod	Event
PicklistValue.Call2_vod__c.Attendee_Type_vod.Group_Account_vod	Group Account
PicklistValue.Call2_vod__c.Attendee_Type_vod.Person_Account_vod	Person Account
PicklistValue.Call2_vod__c.Attendee_Type_vod.User_vod	User
PicklistValue.Call2_vod__c.BU_BMS_CN.CV	CV
PicklistValue.Call2_vod__c.BU_BMS_CN.DB	DB
PicklistValue.Call2_vod__c.BU_BMS_CN.HP	HP
PicklistValue.Call2_vod__c.BU_BMS_CN.ONCO	ONCO
PicklistValue.Call2_vod__c.BU_BMS_CN.OTC	OTC
PicklistValue.Call2_vod__c.CLM_Location_Services_Status_vod.Disabled_vod	Disabled_vod
PicklistValue.Call2_vod__c.CLM_Location_Services_Status_vod.Enabled_vod	Enabled_vod
PicklistValue.Call2_vod__c.CLM_Location_Services_Status_vod.No_connection_vod	No_connection_vod
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.AHCP	AHCP
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.APAN	APAN
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.Business Discussion	Business Discussion
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.CIM	CIM
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.Clinical Discussion	Clinical Discussion
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.Committee Meeting	Committee Meeting
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.Community Event	Community Event
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.Conference	Conference
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.Contracting Discussion	Contracting Discussion
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.Internal Meeting	Internal Meeting
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.LNL Program	LNL Program
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.Non-Branded Discussion	Non-Branded Discussion
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.Other	Other
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.PEER	PEER
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.Product Update	Product Update
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.Provider	Provider
PicklistValue.Call2_vod__c.Call_Activity_Description_BMS_US.Pull Through Meeting	Pull Through Meeting
PicklistValue.Call2_vod__c.Call_Activity_Description_KAM_BMS_US.Business Discussion	Business Discussion
PicklistValue.Call2_vod__c.Call_Activity_Description_KAM_BMS_US.Clinical Discussion	Clinical Discussion
PicklistValue.Call2_vod__c.Call_Activity_Description_KAM_BMS_US.Committee Meeting	Committee Meeting
PicklistValue.Call2_vod__c.Call_Activity_Description_KAM_BMS_US.Community Event	Community Event
PicklistValue.Call2_vod__c.Call_Activity_Description_KAM_BMS_US.Conference	Conference
PicklistValue.Call2_vod__c.Call_Activity_Description_KAM_BMS_US.Contracting Discussion	Contracting Discussion
PicklistValue.Call2_vod__c.Call_Activity_Description_KAM_BMS_US.Internal Meeting	Internal Meeting
PicklistValue.Call2_vod__c.Call_Activity_Description_KAM_BMS_US.Non-Branded Discussion	Non-Branded Discussion
PicklistValue.Call2_vod__c.Call_Activity_Description_KAM_BMS_US.Other	Other
PicklistValue.Call2_vod__c.Call_Activity_Description_KAM_BMS_US.Product Update	Product Update
PicklistValue.Call2_vod__c.Call_Activity_Description_KAM_BMS_US.Provider	Provider
PicklistValue.Call2_vod__c.Call_Activity_Description_KAM_BMS_US.Pull Through Meeting	Pull Through Meeting
PicklistValue.Call2_vod__c.Call_Target_BMS_CN.Companies associated	Companies associated
PicklistValue.Call2_vod__c.Call_Target_BMS_CN.Policy-relevant	Policy-relevant
PicklistValue.Call2_vod__c.Call_Target_BMS_CN.Product-related	Product-related
PicklistValue.Call2_vod__c.Call_Target_BMS_CN.Social visit	Social visit
PicklistValue.Call2_vod__c.Call_Target_BMS_CN.Society-related	Society-related
PicklistValue.Call2_vod__c.Call_Target_Detail_BMS_CN.Company Introduction	Company Introduction
PicklistValue.Call2_vod__c.Call_Target_Detail_BMS_CN.HR info of hospital	HR info of hospital
PicklistValue.Call2_vod__c.Call_Target_Detail_BMS_CN.Healthcare reform	Healthcare reform
PicklistValue.Call2_vod__c.Call_Target_Detail_BMS_CN.Medical Insurance	Medical Insurance
PicklistValue.Call2_vod__c.Call_Target_Detail_BMS_CN.New Plan	New Plan
PicklistValue.Call2_vod__c.Call_Target_Detail_BMS_CN.New Product	New Product
PicklistValue.Call2_vod__c.Call_Target_Detail_BMS_CN.Pharmacy administration committee info	Pharmacy administration committee info
PicklistValue.Call2_vod__c.Call_Target_Detail_BMS_CN.Product In	Product In
PicklistValue.Call2_vod__c.Call_Target_Detail_BMS_CN.Project communication	Project communication
PicklistValue.Call2_vod__c.Call_Target_Detail_BMS_CN.Senior management visit	Senior management visit
PicklistValue.Call2_vod__c.Call_Target_Detail_BMS_CN.healthcare control info	healthcare control info
PicklistValue.Call2_vod__c.Call_Type_BMS_CN.Full Call	Full Call
PicklistValue.Call2_vod__c.Call_Type_BMS_CN.Group Call	Group Call
PicklistValue.Call2_vod__c.Call_Type_BMS_CN.Others	Others
PicklistValue.Call2_vod__c.Call_Type_BMS_CN.Reminder Call	Reminder Call
PicklistValue.Call2_vod__c.Call_Type_BMS_CN.Social Call	Social Call
PicklistValue.Call2_vod__c.Call_Type_BMS_CN.Telephone	Telephone
PicklistValue.Call2_vod__c.Call_Type_vod.Call Only	Call Only
PicklistValue.Call2_vod__c.Call_Type_vod.Detail Only	Detail Only
PicklistValue.Call2_vod__c.Call_Type_vod.Detail with Sample	Detail with Sample
PicklistValue.Call2_vod__c.Call_Type_vod.Event Detail	Event Detail
PicklistValue.Call2_vod__c.Call_Type_vod.Event Only	Event Only
PicklistValue.Call2_vod__c.Call_Type_vod.Group Detail	Group Detail
PicklistValue.Call2_vod__c.Call_Type_vod.Group Detail with Sample	Group Detail with Sample
PicklistValue.Call2_vod__c.Call_Type_vod.Sample Only	Sample Only
PicklistValue.Call2_vod__c.Check_In_Location_Services_Status_vod.Disabled_vod	Disabled
PicklistValue.Call2_vod__c.Check_In_Location_Services_Status_vod.Enabled_vod	Enabled
PicklistValue.Call2_vod__c.Check_In_Location_Services_Status_vod.No_connection_vod	No Connection
PicklistValue.Call2_vod__c.Check_In_Status_vod.Checked_In_vod	Checked In
PicklistValue.Call2_vod__c.Check_In_Status_vod.Not_Checked_In_vod	Not Checked In
PicklistValue.Call2_vod__c.Coacher_BMS_CN.District Manager	District Manager
PicklistValue.Call2_vod__c.Coacher_BMS_CN.Others	Others
PicklistValue.Call2_vod__c.Coacher_BMS_CN.Regional Manager	Regional Manager
PicklistValue.Call2_vod__c.Coacher_BMS_CN.Trainer	Trainer
PicklistValue.Call2_vod__c.Color_vod.Black	Black
PicklistValue.Call2_vod__c.Color_vod.Blue	Blue
PicklistValue.Call2_vod__c.Color_vod.DarkBlue	DarkBlue
PicklistValue.Call2_vod__c.Color_vod.DarkGray	DarkGray
PicklistValue.Call2_vod__c.Color_vod.DarkGreen	DarkGreen
PicklistValue.Call2_vod__c.Color_vod.DarkMaroon	DarkMaroon
PicklistValue.Call2_vod__c.Color_vod.DarkOlive	DarkOlive
PicklistValue.Call2_vod__c.Color_vod.DarkOrange	DarkOrange
PicklistValue.Call2_vod__c.Color_vod.DarkPeach	DarkPeach
PicklistValue.Call2_vod__c.Color_vod.DarkPurple	DarkPurple
PicklistValue.Call2_vod__c.Color_vod.DarkRed	DarkRed
PicklistValue.Call2_vod__c.Color_vod.DarkSteel	DarkSteel
PicklistValue.Call2_vod__c.Color_vod.DarkTeal	DarkTeal
PicklistValue.Call2_vod__c.Color_vod.DarkYellow	DarkYellow
PicklistValue.Call2_vod__c.Color_vod.Gray	Gray
PicklistValue.Call2_vod__c.Color_vod.Green	Green
PicklistValue.Call2_vod__c.Color_vod.Maroon	Maroon
PicklistValue.Call2_vod__c.Color_vod.Olive	Olive
PicklistValue.Call2_vod__c.Color_vod.Orange	Orange
PicklistValue.Call2_vod__c.Color_vod.Peach	Peach
PicklistValue.Call2_vod__c.Color_vod.Purple	Purple
PicklistValue.Call2_vod__c.Color_vod.Red	Red
PicklistValue.Call2_vod__c.Color_vod.Steel	Steel
PicklistValue.Call2_vod__c.Color_vod.Teal	Teal
PicklistValue.Call2_vod__c.Color_vod.Yellow	Yellow
PicklistValue.Call2_vod__c.Disclaimer_BMS_EMEA.I confirm that this Standard Rep Presentation doesn't need specific approval as per the latest version of the SOP	I confirm that this Standard Rep Presentation doesn't need specific approval as per the latest version of the SOP
PicklistValue.Call2_vod__c.Duration_BMS_CN.1 hr	1 hr
PicklistValue.Call2_vod__c.Duration_BMS_CN.15 mins	15 mins
PicklistValue.Call2_vod__c.Duration_BMS_CN.2 hrs	2 hrs
PicklistValue.Call2_vod__c.Duration_BMS_CN.30 mins	30 mins
PicklistValue.Call2_vod__c.Duration_BMS_CN.4 hrs	4 hrs
PicklistValue.Call2_vod__c.Duration_BMS_CN.45 mins	45 mins
PicklistValue.Call2_vod__c.Expense_Attendee_Type_vod.BUSGUEST	BUSGUEST
PicklistValue.Call2_vod__c.From_Organization_BMS_US.1	1
PicklistValue.Call2_vod__c.From_Organization_BMS_US.2	2
PicklistValue.Call2_vod__c.From_Organization_BMS_US.3	3
PicklistValue.Call2_vod__c.From_Organization_BMS_US.4	4
PicklistValue.Call2_vod__c.From_Organization_BMS_US.5	5
PicklistValue.Call2_vod__c.Group_Call_Type_BMS_CN.in-hospital meeting	in-hospital meeting
PicklistValue.Call2_vod__c.Group_Call_Type_BMS_CN.round table meeting	round table meeting
PicklistValue.Call2_vod__c.Group_Call_Type_BMS_CN.sponsorship meeting	sponsorship meeting
PicklistValue.Call2_vod__c.HCP_Role_CIH_BMS.Attendee	Attendee
PicklistValue.Call2_vod__c.HCP_Role_CIH_BMS.Speaker	Speaker
PicklistValue.Call2_vod__c.Historic_Interaction_Type_BMS_US.Appointment	Appointment
PicklistValue.Call2_vod__c.Historic_Interaction_Type_BMS_US.Call	Call
PicklistValue.Call2_vod__c.Historic_Status_BMS_US.Locked	Locked
PicklistValue.Call2_vod__c.Historic_Status_BMS_US.Open	Open
PicklistValue.Call2_vod__c.Infusion_Nurse_BMS_US.1	1
PicklistValue.Call2_vod__c.Infusion_Nurse_BMS_US.10	10
PicklistValue.Call2_vod__c.Infusion_Nurse_BMS_US.2	2
PicklistValue.Call2_vod__c.Infusion_Nurse_BMS_US.3	3
PicklistValue.Call2_vod__c.Infusion_Nurse_BMS_US.4	4
PicklistValue.Call2_vod__c.Infusion_Nurse_BMS_US.5	5
PicklistValue.Call2_vod__c.Infusion_Nurse_BMS_US.6	6
PicklistValue.Call2_vod__c.Infusion_Nurse_BMS_US.7	7
PicklistValue.Call2_vod__c.Infusion_Nurse_BMS_US.8	8
PicklistValue.Call2_vod__c.Infusion_Nurse_BMS_US.9	9
PicklistValue.Call2_vod__c.Interaction_Channel_BMS_CORE.Dinner	Dinner
PicklistValue.Call2_vod__c.Interaction_Channel_BMS_CORE.E-Mail	E-Mail
PicklistValue.Call2_vod__c.Interaction_Channel_BMS_CORE.Face-to-Face	Face-to-Face
PicklistValue.Call2_vod__c.Interaction_Channel_BMS_CORE.Fax	Fax
PicklistValue.Call2_vod__c.Interaction_Channel_BMS_CORE.Group Presentation	Group Presentation
PicklistValue.Call2_vod__c.Interaction_Channel_BMS_CORE.Mail	Mail
PicklistValue.Call2_vod__c.Interaction_Channel_BMS_CORE.Meeting	Meeting
PicklistValue.Call2_vod__c.Interaction_Channel_BMS_CORE.Remote E-Detailing	Remote Interaction
PicklistValue.Call2_vod__c.Interaction_Channel_BMS_CORE.Standard Rep Presentation	Standard Rep Presentation
PicklistValue.Call2_vod__c.Interaction_Channel_BMS_CORE.Telephone	Telephone
PicklistValue.Call2_vod__c.Interaction_Channel_BMS_CORE.Web Conference	Web Conference
PicklistValue.Call2_vod__c.Interaction_Channel_BMS_CORE.Web Conference Group	Web Conference Group
PicklistValue.Call2_vod__c.Interaction_Duration_BMS_EMEA.16 to 30 min	16 to 30 min
PicklistValue.Call2_vod__c.Interaction_Duration_BMS_EMEA.31 to 45 min	31 to 45 min
PicklistValue.Call2_vod__c.Interaction_Duration_BMS_EMEA.46 to 60 min	46 to 60 min
PicklistValue.Call2_vod__c.Interaction_Duration_BMS_EMEA.61 to 120 min	61 to 120 min
PicklistValue.Call2_vod__c.Interaction_Duration_BMS_EMEA.Over 120 min	Over 120 min
PicklistValue.Call2_vod__c.Interaction_Duration_BMS_EMEA.Up to 15 min	Up to 15 min
PicklistValue.Call2_vod__c.Interaction_Intent_BMS.Proactive	Proactive
PicklistValue.Call2_vod__c.Interaction_Intent_BMS.Reactive	Reactive
PicklistValue.Call2_vod__c.Interaction_Intent_BMS_CORE.Proactive	Proactive
PicklistValue.Call2_vod__c.Interaction_Intent_BMS_CORE.Reactive	Reactive
PicklistValue.Call2_vod__c.Interaction_Sub_Type_BMS.1:1 Face to Face	1:1 Face to Face
PicklistValue.Call2_vod__c.Interaction_Sub_Type_BMS.1:1 Face to Face (2 or less)	1:1 Face to Face (2 or less)
PicklistValue.Call2_vod__c.Interaction_Sub_Type_BMS.E-Mail	E-Mail
PicklistValue.Call2_vod__c.Interaction_Sub_Type_BMS.Face-to-Face	Face-to-Face
PicklistValue.Call2_vod__c.Interaction_Sub_Type_BMS.Fax	Fax
PicklistValue.Call2_vod__c.Interaction_Sub_Type_BMS.Group Presentation	Group Presentation
