UTF-8
BUKRS,KOSTL,KTEXT,PurchasingUnit
"0020","8009401","Roche (Santaris)",""
"0020","8009402","Sanofi PMT",""
"0020","8009404","GDO ContractGrantMgt",""
"0020","8009407","Amylin Fac 0020",""
"0115","8009410","MSM Tunisia",""
"0098","8009411","Scientific Adv. TOD",""
"0020","8009414","S. Africa Allia R&D",""
"0020","8009415","Bclude P4 Study BC",""
"0020","8009437","Eliquis PMT",""
"0061","8009438","Global Clin Trial-SU",""
"0550","8009441","Milestone tax Reclas",""
"0020","8009443","Baltics Alli R&D",""
"5425","8009444","SA RegulatoryExp EGP",""
"5425","8009445","GU RegulatoryExp EGP",""
"5425","8009446","EG RegulatoryExp EGP",""
"0231","8009448","R&D-GDO",""
"0020","8009449","BD G&A-HPW",""
"0422","8009451","B-TPM Europe Operatn",""
"0020","8009452","Translational Discov",""
"0122","8009455","MedicalStrategyJapan",""
"0074","8009456","B-TPM Europe Operatn",""
"0115","8009458","MSM FOT",""
"0422","8009459","GCH-GDO",""
"0553","8009464","Zymo-MFG",""
"0553","8009465","Zymo-QC",""
"0020","8009469","NACC Medical Dev",""
"0434","8009471","HCV NS5B",""
"0561","8009472","R&D Info Svcs Tampa",""
"0422","8009479","BTPM Europe Projects",""
"0020","8009480","No Amer Mfg HQ R&D",""
"0020","8009481","Elotuzumab Medical S",""
"0020","8009482","Elotuzumab MSL",""
"0044","8009484","Regulatory Expense",""
"0556","8009485","Amylin Supplies",""
"0561","8009486","NCDI Tampa",""
"0020","8009497","Tunisia Alli R&D",""
"0020","8009498","ADC-EC-Frag-Milla",""
"0020","8009501","Corp Strategy-IT/I",""
"0550","8009503","Nivolumab PMTs",""
"0121","8009504","GRS Saudi Arabia",""
"0020","8009505","Elotuzumab PMT",""
"0020","8009506","Diabetes-TSA-OK",""
"5085","8009509","Gulf-Market R&D",""
"0205","8009514","R&D-ICBC Backcharge",""
"0044","8009515","BMS-Diabetes 2014 ME",""
"0240","8009528","CSR&O Europe 0240",""
"0045","8009530","HEMATOLOGY DAH. EU",""
"0141","8009552","Diabetes AZ spend-Me",""
"0122","8009553","Diabetes AZ spend-Me",""
"0020","8009555","One-Time Transition",""
"0045","8009578","Diabetes AZ spend-Me",""
"0045","8009579","Diabetes AZ Spend-R&",""
"0234","8009582","MSL&MSM-Coniel",""
"0044","8009587","Diabetes AZ spend",""
"0020","8009589","Aliiance R&D adj",""
"0405","8009598","Piedmont-Opex Eclips",""
"0044","8009599","Piedmont-Opex Eclips",""
"0141","8009600","Piedmont-Opex Eclips",""
"0042","8009601","Piedmont-Opex Ecli",""
"0401","8009602","Piedmont-Opex Eclips",""
"0557","8009605","Tech Ops-Device",""
"0034","8009607","Clinical Sup UK Cred",""
"0020","8009608","Five Prime",""
"0020","8009609","Diabetes PMT adjustm",""
"0034","8009616","Piedmont-Opex Eclips",""
"0062","8009617","Int.RMP Implem.Lead",""
"0020","8009624","Ipierian-20",""
"0569","8009625","Ipierian-569",""
"0569","8009627","Ipierian-569",""
"0020","8009629","Venture Funds-Resear",""
"0020","8009632","Dana Farber",""
"0020","8009633","Univ of Michigan",""
"0234","8009637","R&D-Phase IV",""
"0020","8009638","Cytomx",""
"0581","8009640","Dacla EAP France R&D",""
"0581","8009641","Regulatory Algeria",""
"0581","8009644","GRS-Intercon Exec",""
"0581","8009647","Regulatory FSA",""
"0581","8009648","FOT MSM & DAS",""
"0581","8009649","MSM Tunisia",""
"0581","8009650","Regulatory Fees",""
"0581","8009651","Immuno MSM & DAS",""
"0581","8009652","CV MSM & DAS",""
"0581","8009653","Viro MSM & DAS",""
"0581","8009654","Onco MSM & DAS",""
"0581","8009655","VIDAL",""
"0581","8009656","Medical Operations",""
"0581","8009657","RWR",""
"0581","8009658","Med. Info",""
"0581","8009659","MSM Mgmt",""
"0581","8009660","Other Medical",""
"0581","8009661","Clinical Supplies",""
"0581","8009662","GRS Algeria",""
"0581","8009664","STRASBOURG",""
"0581","8009665","PH III B / CFC-PRI",""
"0581","8009666","REGULATORY ACCESS ES",""
"0581","8009669","GDO Business Ops (FR",""
"0581","8009676","GQM-France",""
"0581","8009677","R&D RCO REGIONAL ORG",""
"0581","8009678","R&D IMO EXECUTIVE FR",""
"0581","8009680","GMAP EXECUTIVE DIREC",""
"0581","8009681","GRS-FSA",""
"0581","8009682","GRS France",""
"0581","8009690","GPV&E QP R&D FR/EUR",""
"0581","8009691","MSM Maghreb",""
"0553","8009699","R&D Materials",""
"0545","8009700","Devens Clinical Mfg",""
"0434","8009702","CD40",""
"0434","8009703","CD28 Global",""
"0205","8009704","ARGENTINA R&D FARMA-",""
"0044","8009705","RAR CTX",""
"0020","8009706","PD-BLY",""
"0020","8009707","ADT-BLY",""
"0020","8009709","HCM Project Spend",""
"0141","8009710","INTERCO MEDICAL",""
"0020","8009711","Specialty Devt Exec",""
"0020","8009712","Centralized Clin Ser",""
"0569","8009713","iPierian-ECTR",""
"0569","8009714","iPierian-Discovery",""
"0569","8009715","iPierian-R&D Ops",""
"0569","8009717","iPierian-Glob Med",""
"0569","8009718","iPierian-PD",""
"0569","8009719","iPierian-GRS",""
"0020","8009725","Medical Executive",""
"0020","8009726","MCCI Executive",""
"0020","8009728","MCCI Contact Center",""
"0422","8009729","Field Medical Ops GC",""
"0034","8009731","MCCI Contact Center",""
"0020","8009732","Scientific Publicati",""
"0042","8009733","MCCI Contact Center",""
"0020","8009734","MCCI Content-US",""
"0034","8009735","MCCI Content-UK",""
"0020","8009736","MCCI Strategy & Inno",""
"0434","8009737","WWHEOR-Japan",""
"0042","8009738","MCCI Intercon-Austra",""
"0089","8009739","MCCI Intercon-China",""
"0034","8009740","MCCI UK",""
"0044","8009741","MCCI Germany",""
"0581","8009743","MCCI France",""
"0044","8009744","MCCI Germany",""
"0020","8009746","WW MDO",""
"0053","8009747","MDO Belgium",""
"0020","8009748","WWGHEOR Executive",""
"0020","8009749","WWHEOR Research Data",""
"0020","8009751","WWHEOR Oncology",""
"0581","8009752","MDO France",""
"0401","8009753","MDO Korea",""
"0020","8009754","WWHEOR Immuno/Virolo",""
"0434","8009755","MDO Japan",""
"0581","8009756","Field Medical Ops Fr",""
"0020","8009757","WWHEOR CV/Met",""
"0131","8009758","WWHEOR UK",""
"0061","8009759","WWHEOR Belgium",""
"0581","8009760","WWHEOR France",""
"0141","8009761","WWHEOR Spain",""
"0511","8009762","WWHEOR Mexico",""
"0020","8009763","WW Medical Exec",""
"0020","8009764","WW Medical Operation",""
"0020","8009765","WW Medical GBS",""
"0020","8009766","WWM HQ Mature Prod",""
"0020","8009767","WW PMT Belatacept",""
"0020","8009768","WW PMT Baraclude",""
"0020","8009769","WW PMT HIV",""
"0020","8009770","WWM HQ Eliquis",""
"0020","8009771","WW PMT Apixaban",""
"0020","8009772","WWM HQ Oncology",""
"0119","8009776","MedicalDirector-Norw",""
"0052","8009777","MedicalDirector-Swed",""
"0052","8009778","PV-Sweden",""
"0101","8009779","MedicalDirector-Finl",""
"0101","8009780","PV-Finland",""
"0405","8009781","MedicalDirector-Denm",""
"0405","8009782","PV-Denmark",""
"0035","8009783","MedicalDirector-Cana",""
"0035","8009784","PV-Canada",""
"0098","8009785","MedicalDirector-Aust",""
"0098","8009786","PV-Austria",""
"0074","8009787","MedicalDirector-Swit",""
"0074","8009788","PV-Switzerland",""
"0059","8009789","MedicalDirector-Neth",""
"0059","8009790","PV-Netherlands",""
"0061","8009791","Field Medical Ops-BE",""
"0061","8009792","PV-Belgium",""
"0434","8009793","MedicalDirector-Japa",""
"0434","8009794","PV-Japan",""
"0581","8009795","MedicalDirector-Fran",""
"0581","8009796","PV-France",""
"0044","8009797","MedicalDirector-Germ",""
"0044","8009798","PV-Germany",""
"0020","8009800","WWM HQ I-O",""
"0020","8009801","WWM HQ Hematology",""
"0020","8009802","WWM HQ Orencia",""
"0020","8009803","WWM HQ HCV",""
"0020","8009804","WWM Advocacy",""
"0020","8009805","EMAC Medical Executi",""
"0020","8009806","WW PMT Nivolumab",""
"0020","8009807","WW PMT Ipilimumab",""
"0020","8009808","WW PMT Dasatanib",""
"0020","8009809","WW PMT Elotuzumab",""
"0020","8009810","WW PMT Orencia",""
"0020","8009811","WW PMT Daclatisvir",""
"0034","8009812","Medical Director-UK",""
"0034","8009813","PV-United Kingdom",""
"0042","8009814","Medical Director-Aus",""
"0042","8009815","PV-Australia",""
"0054","8009816","Medical Director-Ire",""
"0062","8009817","Medical Director-Ita",""
"0062","8009818","PV-Italy",""
"0068","8009819","Medical Director-Por",""
"0068","8009820","PV-Portugal",""
"0141","8009821","Medical Director-Spa",""
"0141","8009822","PV-Spain",""
"5085","8009823","MEA Medical HQ Dubai",""
"0121","8009825","Medical Director-Sau",""
"0538","8009826","Medical Director-Ind",""
"0538","8009827","PV-India",""
"0045","8009832","Medical Director-Tur",""
"0045","8009833","PV-Turkey",""
"0150","8009834","Medical Director-Rus",""
"0150","8009835","PV-Russia",""
"0549","8009836","Medical Director-Rom",""
"0549","8009837","PV-Romania",""
"0126","8009838","Medical Director-Hun",""
"0126","8009839","PV-Hungary",""
"0124","8009840","Medical Director-Cze",""
"0124","8009841","PV-Czech Rep",""
"0526","8009842","Medical Director-Pol",""
"0468","8009843","PV-Poland",""
"0057","8009844","Medical Director-Gre",""
"0057","8009845","PV-Greece",""
"0671","8009846","Medical Director-Tha",""
"0083","8009847","Medical Director-Tai",""
"0083","8009848","PV-Taiwan",""
"0401","8009849","Medical Director-Kor",""
"0401","8009850","PV-Korea",""
"0038","8009851","Medical Director-Arg",""
"0038","8009852","PV-Argentina",""
"0205","8009853","Medical Director-Col",""
"0511","8009854","Medical Director-Mex",""
"0511","8009855","PV-Mexico",""
"0122","8009856","Medical Director-Bra",""
"0122","8009857","PV-Brazil",""
"0434","8009858","Nivo Mono Global",""
"0434","8009859","Nivo-lpi Global",""
"0434","8009860","LCM / Inline",""
"0434","8009861","Lag3-Nivo Global",""
"0434","8009862","Urelumab Mono",""
"0434","8009863","Nivo-lpi",""
"0526","8009864","Poland CCS",""
"0119","8009865","WWM HQ I-O Norway",""
"0434","8009866","JEAT",""
"0538","8009867","India CCS",""
"0020","8009871","Onco/IO TR&D TACT",""
"0020","8009872","IMS TR&D TACT",""
"0020","8009873","Fibrosis TR&D TACT",""
"0020","8009874","CV TR&D TACT",""
"0020","8009875","Virology TR&D TACT",""
"0020","8009876","GDD TR&D TACT",""
"0020","8009878","Dacla EAP France",""
"0569","8009879","IPIERIAN-WORLDWIDE M",""
"0053","8009880","Field Medical Ops-Be",""
"0020","8009881","Field Medical Ops-US",""
"5425","8009882","MCCI Intercon Egypt",""
"0122","8009883","MCCI Intercon Brazil",""
"0205","8009884","MCCI Intercon Colomb",""
"0401","8009885","MCCI Intercon Korea",""
"0150","8009888","MCCI Intercon Russia",""
"0035","8009889","MCCI EMAC Canada",""
"0062","8009890","MCCI EMAC Italy",""
"0141","8009891","MCCI EMAC Spain",""
"0045","8009894","PHARMACOVIGILANCE EX",""
"0045","8009895","OTHER MEDICAL EXPENS",""
"0045","8009896","REGULATORY EXPENSES",""
"0045","8009897","Medical Info",""
"0089","8009898","Medical Director-C",""
"0089","8009899","PV-China",""
"0020","8009900","F Star Alpha",""
"0020","8009901","Olipass",""
"0020","8009902","Galecto",""
"0020","8009903","Feasibility Studies",""
"0131","8009904","WWM HQ Hematology-UK",""
"0044","8009905","MDO Germany",""
"0141","8009906","MCCI Spain",""
"0406","8009907","EPCD-China",""
"0121","8009908","Medical Cost Centre",""
"5085","8009909","Medical Inf CC Alloc",""
"5425","8009910","Medical cost center",""
"0406","8009911","GHEOR HQ",""
"0670","8009912","Drug Info.",""
"0670","8009913","R & D (CLINICAL OPER",""
"0670","8009914","R&D-OTHER (PRODUCT R",""
"0083","8009915","Medical Info",""
"0083","8009916","R&D MANAGEMENT",""
"0083","8009917","R&D-CLINICAL OPERATI",""
"0083","8009918","Global Regulatory Sc",""
"0083","8009919","RESEARCH & DEVELOPME",""
"0083","8009920","R&D-Asia Pacific",""
"0020","8009922","Calibr",""
"0020","8009923","Celexion",""
"0020","8009924","Johns Hopkins Univ",""
"0121","8009925","PV-Saudi Arabia",""
"0115","8009926","Field Medical Ops-FR",""
"0115","8009928","MDO France",""
"0115","8009929","WWHEOR France",""
"0115","8009930","Medical Director-FR",""
"0115","8009931","PV-France",""
"0061","8009932","EMAC Medical Ops",""
"0020","8009933","Portola",""
"0020","8009934","Seattle Genetics",""
"0020","8009935","KHK",""
"0020","8009936","Janssen/Pharm",""
"0020","8009937","Ono I-O",""
"0020","8009939","Lilly I-O",""
"0020","8009940","Five Prime Ext Dev",""
"0115","8009941","WWM HQ Mature France",""
"0406","8009942","China Specialty",""
"5085","8009943","Medical Levant/E",""
"0569","8009944","Ipierian-RA",""
"0131","8009945","WW FIELD MED CAP",""
"0061","8009946","MDO Belgium",""
"0001","8009947","01 Legal-Fin-Compl I",""
"0080","8009948","WWM HQ Mature-SG",""
"0582","8009949","Flexus-582",""
"0115","8009951","WWM HQ HCV-France",""
"0115","8009952","WWM HQ Eliquis-FR",""
"0061","8009953","Medical Director-BE",""
"0582","8009954","Flexus IPR&D-582",""
"0020","8009955","Flexus Bio-20",""
"0020","8009956","BIO HQ R&D",""
"0020","8009957","Medical-IT",""
"0020","8009958","Medical Onc Team",""
"0020","8009960","FSP-GDO",""
"0240","8009962","Field Medical Ops-EU",""
"0115","8009963","WWM HQ Orencia FR",""
"0055","8009964","Medical Director-PR",""
"0020","8009965","Rigel",""
"0020","8009966","Novo Nordisk",""
"0020","8009967","Rockefeller Univ",""
"0042","8009968","MCCI Content AUS",""
"0042","8009969","MCCI Strat & Inno AU",""
"0042","8009970","MCCI EMAC-AUS",""
"0131","8009971","MCCI Content-EU",""
"0062","8009972","R&D EXPAT COSTS",""
"0581","8009973","WWM HQ Mature Prod",""
"0581","8009974","WWM HQ Eliquis",""
"0581","8009975","WWM HQ HCV-France",""
"0581","8009976","WWM HQ Orencia",""
"0240","8009977","WW PMT Apixaban EU",""
"0020","8009978","WWGM Study Chgbacks",""
"0545","8009981","Devens CM Quality",""
"0020","8009982","DSE MTV No.2",""
"0020","8009983","VS MTV No.2",""
"0001","8009984","CSO-HQ",""
"0131","8009985","Intercon Exec-UK",""
"0434","8009986","MS-Hepa",""
"0434","8009987","MS-IO",""
"0434","8009988","MS-CV",""
"0434","8009989","MS-IM",""
"0412","8009990","Medical Dev.",""
"0034","8009991","Moreton Controllable",""
"0020","8009992","uniQure",""
"0561","8009993","RDSA",""
"0406","8009995","R&D-MSL MSM",""
"0020","8009996","FSP Staffing-GBS",""
"0131","8009997","MCCI Contact Ctr-UK",""
"0131","8009998","MCCI Strat & Inno-UK",""
"0131","8009999","MCCI EMAC-UK",""
"0131","8010000","Field Medical Ops-UK",""
"0131","8010001","WWM HQ I-O-UK",""
"0098","8010002","Medical Director-CEE",""
"0434","8010003","Ulocuplumab Global",""
"0434","8010004","GITR Global",""
"0561","8010005","CCS-Tampa",""
"0561","8010006","R&D Learning-Tampa",""
"0561","8010007","T&CI-Tampa",""
"0561","8010008","DBORC-Tampa",""
"0561","8010009","GCO&S-Tampa",""
"0561","8010010","CTPO-Tampa",""
"0561","8010011","Reptg & Capab-Tampa",""
"0434","8010012","MS-Hema",""
"0131","8010013","GRS-UK",""
"0434","8010014","GCO&S-Japan",""
"5085","8010015","MEDICAL ACT-LEVANT/E",""
"5085","8010016","REGULATORY-LEVANT/E",""
"0412","8010017","Quality Assurance",""
"0434","8010018","Mesothelin-ADC",""
"0434","8010019","Anti HER2 Global",""
"0042","8010020","RCO AP Exec (Aust)",""
"0020","8010021","QIMRB",""
"0020","8010022","Princeton Univ",""
"0581","8010023","Centralized Clin Ser",""
"0231","8010025","CHN Medical Director",""
"0037","8010026","EU Gilead Regulatory",""
"0020","8010027","New Business Dev’t",""
"0581","8010028","WWM HQ Oncology-FR",""
"0583","8010029","Cambridge R&D",""
"0434","8010030","GBS-Japan",""
"0561","8010031","GBS-NACC",""
"0561","8010032","GSRP-NACC",""
"5085","8010033","MCCI Intercon-Dubai",""
"0434","8010034","BTK Global",""
"0581","8010036","Central Montg-FR",""
"0038","8010037","Central Montg-Arg",""
"0034","8010038","Central Montg-UK",""
"0434","8010039","Central Montg-Jpn",""
"0020","8010040","NRDG US",""
"0581","8010041","NRDG France",""
"0020","8010042","NRDG US-Oncology",""
"0020","8010043","IO Up Investment",""
"0020","8010044","MDO-US",""
"0044","8010045","MDO-Germany",""
"0581","8010046","MDO-France",""
"0401","8010047","MDO-Korea",""
"0061","8010048","MDO-Belgium",""
"0020","8010049","WWM Strat&Operation",""
"0020","8010050","Schedule C-GCO",""
"0020","8010051","Cardioxyl-Co. 20",""
"0061","8010052","GR Policy-Belgium",""
"0584","8010053","Cardioxyl-584",""
"0584","8010054","Cardioxyl-IPR&D",""
"0131","8010055","NRDG Chester",""
"0434","8010056","PAR4 Global",""
"0042","8010057","PV-Australia",""
"0062","8010058","PV-Italy",""
"0141","8010059","PV-Spain",""
"0068","8010060","PV-Portugal",""
"0034","8010061","PV-United Kingdom",""
"0052","8010062","PV-Sweden",""
"0101","8010063","PV-Finland",""
"0405","8010064","PV-Denmark",""
"0035","8010065","PV-Canada",""
"0098","8010066","PV-Austria",""
"0074","8010067","PV-Switzerland",""
"0059","8010068","PV-Netherlands",""
"0061","8010069","PV-Belgium",""
"0434","8010070","PV-Japan",""
"0581","8010071","PV-France",""
"0115","8010072","PV-France",""
"0044","8010073","PV-Germany",""
"0121","8010074","PV-Saudi Arabia",""
"0538","8010075","PV-India",""
"0045","8010076","PV-Turkey",""
"0150","8010077","PV-Russia",""
"0126","8010078","PV-Hungary",""
"0124","8010079","PV-Czech Rep",""
"0468","8010080","PV-Poland",""
"0057","8010081","PV-Greece",""
"0083","8010082","PV-Taiwan",""
"0401","8010083","PV-Korea",""
"0038","8010084","PV-Argentina",""
"0511","8010085","PV-Mexico",""
"0122","8010086","PV-Brazil",""
"0089","8010087","PV-China",""
"5085","8010088","PV-Dubai",""
"5425","8010089","PV-Egypt",""
"0549","8010090","PV-Romania",""
"0042","8010093","CS&O-Australia",""
"0020","8010094","Central Monitoring-U",""
"0412","8010099","Grant-Isael",""
"0582","8010100","Flexus-Discovery",""
"0582","8010101","Flexus-ECTR",""
"0020","8010102","Emory University",""
"0581","8010103","Grants for research",""
"0020","8010104","Orencia Safety Study",""
"0020","8010105","Post DP4 Grants",""
"0131","8010106","CEE GMA",""
"0020","8010107","Kyorin",""
"0020","8010108","Oncodesign",""
"0020","8010109","Dual",""
"0045","8010110","MCCI Intercon-Turkey",""
"0551","8010111","BDC-Vet Sciences",""
"0434","8010112","MDO-Japan",""
"0141","8010113","HQM Oncology-Spain",""
"0584","8010114","Cardioxyl-PD",""
"0584","8010115","Cardioxyl-GCO",""
"0584","8010116","Cardioxyl-Discover",""
"0584","8010117","Cardioxyl-ECTR",""
"0584","8010118","Cardioxyl-GRS",""
"0412","8010119","PV-Israel",""
"0434","8010120","Lag3-Nivo",""
"0020","8010121","HQ Medical Specialty",""
"0061","8010122","Rptg & Capabilities",""
"0042","8010123","Australia R&D Ops",""
"0406","8010124","MDO-China",""
"0020","8010125","GDD&Special Projects",""
"0434","8010126","MDO-Japan",""
"0020","8010127","Apixaban Med Strat",""
"0020","8010128","Padlock-Co. 20",""
"0585","8010129","Padlock-Co.585",""
"0412","8010130","PV-Israel",""
"0585","8010131","Padlock-IPR&D",""
"0020","8010132","HIV out-of-pocket",""
"0434","8010133","Andexanet alfa",""
"0434","8010134","BET",""
"0434","8010135","Glypican3 ADC",""
"0434","8010136","Anti-Fucosyl GM1",""
