UTF-8
WBS Element,Short Description,Parent ID,Parent Description,Company Code,Currency,Start Date,End Date,Available Budget,Total Budget
"W50089-160106","N1 DM1","1900000000000003026020","A&P","0089","CNY","01/01/2016","12/31/2016",41366.35,100000.00
"W50089-160107","wbs1","1900000000000003029020","A&P","0089","CNY","01/01/2016","12/31/2016",3860000.00,3860000.00
"W50089-160108","N1 DM2","1900000000000003026020","A&P","0089","CNY","01/01/2016","12/31/2016",41366.35,100000.00
"W50089-160109","N1 DM3","1900000000000003026020","A&P","0089","CNY","01/01/2016","12/31/2016",41366.35,100000.00
"V40434-160053","OP BMKK NSCLC Field Medical Activity","1900000000000002782720","Medical Publications","0434","JPY","01/01/2016","12/31/2016",34157.36,480000.00
"W50089-160110","N1 DM4","1900000000000003026020","A&P","0089","CNY","01/01/2016","12/31/2016",41366.35,100000.00
"W50089-160111","N1 DM5","1900000000000003026020","A&P","0089","CNY","01/01/2016","12/31/2016",41366.35,100000.00
"W50089-160112","N1 DM6","1900000000000003026020","A&P","0089","CNY","01/01/2016","12/31/2016",41366.35,100000.00
"W50089-160113","N1 DM7","1900000000000003026020","A&P","0089","CNY","01/01/2016","12/31/2016",41366.35,100000.00
"W50089-160114","NW DM1","1900000000000003028120","A&P","0089","CNY","01/01/2016","12/31/2016",100000.00,100000.00
"W50089-160115","NW DM2","1900000000000003028120","A&P","0089","CNY","01/01/2016","12/31/2016",100000.00,100000.00
"W50089-160116","NW DM3","1900000000000003028120","A&P","0089","CNY","01/01/2016","12/31/2016",100000.00,100000.00
"W50089-160117","NW DM4","1900000000000003028120","A&P","0089","CNY","01/01/2016","12/31/2016",100000.00,100000.00
"W50089-160120","NW DM5","1900000000000003028120","A&P","0089","CNY","01/01/2016","12/31/2016",100000.00,100000.00
"W50089-160121","N2 DM1","1900000000000003027720","A&P","0089","CNY","01/01/2016","12/31/2016",74775.00,100000.00
"W50089-160122","N2 DM2","1900000000000003027720","A&P","0089","CNY","01/01/2016","12/31/2016",74775.00,100000.00
"W50089-160123","N2 DM3","1900000000000003027720","A&P","0089","CNY","01/01/2016","12/31/2016",74775.00,100000.00
"W50089-160124","N2 DM4","1900000000000003027720","A&P","0089","CNY","01/01/2016","12/31/2016",74775.00,100000.00
"W50089-160125","N2 DM5","1900000000000003027720","A&P","0089","CNY","01/01/2016","12/31/2016",74775.00,100000.00
"W50089-160126","E1 DM1","1900000000000003027820","A&P","0089","CNY","01/01/2016","12/31/2016",89283.50,100000.00
"W50089-160127","E1 DM2","1900000000000003027820","A&P","0089","CNY","01/01/2016","12/31/2016",89283.50,100000.00
"W50089-160128","E1 DM3","1900000000000003027820","A&P","0089","CNY","01/01/2016","12/31/2016",89283.50,100000.00
"W50089-160129","E1 DM4","1900000000000003027820","A&P","0089","CNY","01/01/2016","12/31/2016",89283.50,100000.00
"W50089-160130","E1 DM5","1900000000000003027820","A&P","0089","CNY","01/01/2016","12/31/2016",89283.50,100000.00
"W50089-160131","E2 DM1","1900000000000003027920","A&P","0089","CNY","01/01/2016","12/31/2016",85478.75,100000.00
"W50089-160132","E2 DM2","1900000000000003027920","A&P","0089","CNY","01/01/2016","12/31/2016",85478.75,100000.00
"W50089-160133","E2 DM3","1900000000000003027920","A&P","0089","CNY","01/01/2016","12/31/2016",85478.75,100000.00
"W50089-160134","E2 DM4","1900000000000003027920","A&P","0089","CNY","01/01/2016","12/31/2016",85478.75,100000.00
"W50089-160135","E2 DM5","1900000000000003027920","A&P","0089","CNY","01/01/2016","12/31/2016",85478.75,100000.00
"W50089-160136","S DM1","1900000000000003028020","A&P","0089","CNY","01/01/2016","12/31/2016",76276.50,100000.00
"W50089-160137","S DM2","1900000000000003028020","A&P","0089","CNY","01/01/2016","12/31/2016",76276.50,100000.00
"W50089-160138","S DM3","1900000000000003028020","A&P","0089","CNY","01/01/2016","12/31/2016",76276.50,100000.00
"W50089-160139","S DM4","1900000000000003028020","A&P","0089","CNY","01/01/2016","12/31/2016",76276.50,100000.00
"W50089-160140","S DM5","1900000000000003028020","A&P","0089","CNY","01/01/2016","12/31/2016",76276.50,100000.00
"W50089-160141","wbs1","1900000000000003027520","A&P","0089","CNY","01/01/2016","12/31/2016",2560000.00,2560000.00
"W50089-160142","RTM-B","1900000000000003029120","A&P","0089","CNY","01/01/2016","12/31/2016",50000.00,50000.00
"W50089-160143","CME-B","1900000000000003029120","A&P","0089","CNY","01/01/2016","12/31/2016",50000.00,50000.00
"W50089-160144","RTM-S","1900000000000003029220","A&P","0089","CNY","01/01/2016","12/31/2016",50000.00,50000.00
"W50089-160145","CME-S","1900000000000003029220","A&P","0089","CNY","01/01/2016","12/31/2016",50000.00,50000.00
"W50089-160146","project1","1900000000000003028220","A&P","0089","CNY","01/01/2016","12/31/2016",300000.00,300000.00
"W50089-160147","project2","1900000000000003028320","A&P","0089","CNY","01/01/2016","12/31/2016",2600000.00,2600000.00
"W50089-160148","project3","1900000000000003028420","A&P","0089","CNY","01/01/2016","12/31/2016",420000.00,420000.00
"W50089-160149","South Cardio","1900000000000003029320","A&P","0089","CNY","01/01/2016","12/31/2016",2050576.40,2180000.00
"W50089-160150","N1 CS","1900000000000003029520","A&P","0089","CNY","01/01/2016","12/31/2016",795600.00,800000.00
"W50089-160151","N1 CME","1900000000000003029520","A&P","0089","CNY","01/01/2016","12/31/2016",795600.00,800000.00
"W50089-160152","N2 CS","1900000000000003028520","A&P","0089","CNY","01/01/2016","12/31/2016",449242.00,470000.00
"W50089-160153","N2 CME","1900000000000003028520","A&P","0089","CNY","01/01/2016","12/31/2016",449242.00,470000.00
"W50089-160154","E1 CS","1900000000000003028620","A&P","0089","CNY","01/01/2016","12/31/2016",252546.00,400000.00
"W50089-160155","E1 CME","1900000000000003028620","A&P","0089","CNY","01/01/2016","12/31/2016",252546.00,400000.00
"W50089-160156","E2 CS","1900000000000003028720","A&P","0089","CNY","01/01/2016","12/31/2016",398790.00,400000.00
"W50089-160157","E2 CME","1900000000000003028720","A&P","0089","CNY","01/01/2016","12/31/2016",398790.00,400000.00
"W50089-160158","S CS","1900000000000003029620","A&P","0089","CNY","01/01/2016","12/31/2016",200000.00,200000.00
"W50089-160159","S CME","1900000000000003029620","A&P","0089","CNY","01/01/2016","12/31/2016",200000.00,200000.00
"W50089-160160","NW CS","1900000000000003028820","A&P","0089","CNY","01/01/2016","12/31/2016",330000.00,330000.00
"W50089-160161","NW CME","1900000000000003028820","A&P","0089","CNY","01/01/2016","12/31/2016",330000.00,330000.00
"WR0401-160008","Baraclude_ATU study_2015_2016","1900000000000002664220","Market Research Studies","0401","KRW","01/01/2016","12/31/2016",500000.00,1600000.00
"W50231-160016","ASCO","1900000000000003038820","A&P","0231","CNY","01/06/2016","12/31/2016",2400000.00,2400000.00
"W50405-160120","REAL speaker training","1900000000000002614120","A&P","0405","DKK","01/01/2016","12/31/2016",776503.52,1365999.96
"WF0581-160104","HE - Public health impact of NOACs","1900000000000002918420","Other Marketing","0581","EUR","01/01/2016","12/31/2016",67682.50,120000.00
"W50141-160071","Detecta - Eliquis 2016","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"WF0034-160022","Marketing - Regimen PSP","1900000000000002719020","Other Marketing","0034","GBP","01/01/2016","12/31/2016",125125.72,660031.00
"WF0034-160023","Marketing - UK national meetings","1900000000000002719020","Other Marketing","0034","GBP","01/01/2016","12/31/2016",125125.72,660031.00
"WF0034-160027","Marketing - Materials","1900000000000002719020","Other Marketing","0034","GBP","01/01/2016","12/31/2016",125125.72,660031.00
"WF0034-160026","Marketing - Regimen Launch Meeting","1900000000000002719020","Other Marketing","0034","GBP","01/01/2016","12/31/2016",125125.72,660031.00
"WF0034-160024","Marketing - Online Materials","1900000000000002719020","Other Marketing","0034","GBP","01/01/2016","12/31/2016",125125.72,660031.00
"WF0034-160021","Marketing - KCM Meeting Budget","1900000000000002719020","Other Marketing","0034","GBP","01/01/2016","12/31/2016",125125.72,660031.00
"WF0034-160025","Marketing - Southampton Nurse Support","1900000000000002719020","Other Marketing","0034","GBP","01/01/2016","12/31/2016",125125.72,660031.00
"W50141-160072","Cardio Preceptorship Eliquis 2016","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50405-160121","YR møde Gentofte","1900000000000002614120","A&P","0405","DKK","01/01/2016","12/31/2016",776503.52,1365999.96
"W50141-160073","Hospital Virtual Eliquis 2016","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50141-160074","ACTUA - Eliquis 2016","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50141-160075","Neurosharing (Dialogos con la Ciencia)","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"WR0062-160007","Baraclude Therapy Knowledge 3 wave","1900000000000002772320","Market Research","0062","EUR","01/01/2016","12/31/2016",1580.00,55500.00
"W50141-160076","Enfasis 3 - Eliquis 2016","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"WR0074-160007","W5-MKT-DAC Market Research GT3/F2_2","1900000000000002636320","Market Research","0074","CHF","01/01/2016","12/31/2016",230.00,17500.00
"W50141-160077","Derribando Barreras en AC 2 2016","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"WF0059-160032","Opdivo (M)-MA-Pronk and Van Woudenberg","1900000000000002654820","Other Marketing","0059","EUR","01/01/2016","12/31/2016",67797.50,150000.00
"W50098-160065","Opdivo RCC Werbematerial","1900000000000002689720","A&P","0098","EUR","01/01/2016","12/31/2016",44489.95,239227.00
"W50098-160066","Opdivo RCC Advertising/Inserate","1900000000000002689720","A&P","0098","EUR","01/01/2016","12/31/2016",44489.95,239227.00
"WF0059-160033","Opdivo (R)-MA-Pronk and Van Woudenberg","1900000000000002654720","Other Marketing","0059","EUR","01/01/2016","12/31/2016",8065.00,75000.00
"W50098-160067","Opdivo RCC Medien/Sonderberichte","1900000000000002689720","A&P","0098","EUR","01/01/2016","12/31/2016",44489.95,239227.00
"W50098-160068","Opdivo RCC Nat. Congress/Sponsoring","1900000000000002689720","A&P","0098","EUR","01/01/2016","12/31/2016",44489.95,239227.00
"W50098-160069","Opdivo RCC Internationale Congresse","1900000000000002689720","A&P","0098","EUR","01/01/2016","12/31/2016",44489.95,239227.00
"W50098-160070","Opdivo RCC SF organized events","1900000000000002689720","A&P","0098","EUR","01/01/2016","12/31/2016",44489.95,239227.00
"WF0059-160034","Opdivo (L)-MA-Pronk and Van Woudenberg","1900000000000002655220","Other Marketing","0059","EUR","01/01/2016","12/31/2016",20000.00,140000.00
"W50141-160078","Cong Internacional ESC-Agosto ELIQ 16","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50141-160079","Cong. Internacional-ESO Mayo Eliquis 16","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50141-160080","Cong. Nacional SEC-Eliquis OCT 16","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50141-160081","Reuniones Grupos - SEC (Oct-Eliquis 16)","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50098-160072","Opdivo M Werbematerial","1900000000000002690820","A&P","0098","EUR","01/01/2016","12/31/2016",19313.01,131986.00
"W50141-160082","Socio Estrategico SEC-Oct.Eliquis 16","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50098-160073","Opdivo M SF organized events","1900000000000002690820","A&P","0098","EUR","01/01/2016","12/31/2016",19313.01,131986.00
"W50141-160083","SEC-Otros Proyectos-Grupo Arritmias 16","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50141-160084","Curso Residentes Cardiologia-Jun Eliq 16","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50098-160075","Opdivo M Advertising/Inserate","1900000000000002690820","A&P","0098","EUR","01/01/2016","12/31/2016",19313.01,131986.00
"W50141-160085","Congreso Nacional SEN-Nov Eliq 16","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50098-160076","Opdivo M Medien/Sonderberichte","1900000000000002690820","A&P","0098","EUR","01/01/2016","12/31/2016",19313.01,131986.00
"W50141-160086","SEMI-Congreso Nacional NOV-Eliq 16","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"WR0098-160004","Opdivo M Mafo","1900000000000002691020","Market Research","0098","EUR","01/01/2016","12/31/2016",20000.00,20000.00
"W50141-160087","Reuniones Grupos-Semi OCT-Eliq 16","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"WR0098-160005","Opdivo RCC Mafo","1900000000000002689920","Market Research","0098","EUR","01/01/2016","12/31/2016",30000.00,30000.00
"W50141-160088","SEHH/SETH Cong. Nac. OCT-Eliq 16","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50141-160090","ELIAC Abril - Eliquis 2016","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50412-160074","Congresses Abroad ASH U.S","1900000000000002712320","A&P","0412","ILS","01/01/2016","12/31/2016",527092.68,680000.00
"WF0141-160080","REHENOVA ELIQUIS 2016","1900000000000002814520","Other Marketing","0141","EUR","01/01/2016","12/31/2016",144748.96,387500.00
"W50141-160091","ZONA NORTE - ELIQUIS 2016","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50141-160092","ZONA ESTE - ELIQUIS 2016","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"WR0062-160008","Dacla Therapy knowledge","1900000000000002779720","Market Research","0062","EUR","01/01/2016","12/31/2016",15000.00,112000.00
"W50141-160093","ZONA CENTRO I-JM Iglesias Eliquis 16","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50141-160094","ZONA SUR-ELIQUIS 2016","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"W50141-160095","ZONA CENTRO II-E.Balibrea Eliquis 16","1900000000000002815120","A&P","0141","EUR","01/01/2016","12/31/2016",533507.36,2374806.00
"WR0062-160009","Reyataz Therapy Knowledge","1900000000000002798320","Market Research","0062","EUR","01/01/2016","12/31/2016",16056.00,65000.00
"V45085-160005","Orencia 16 - Medical Advisory Boards","1900000000000002832820","Medical Publications","5085","USD","01/01/2016","12/31/2016",130839.96,212600.00
"V45085-160006","Orencia 16 - Non-Promotional events","1900000000000002832820","Medical Publications","5085","USD","01/01/2016","12/31/2016",130839.96,212600.00
"WF5085-160003","Orencia 16 - Local Congresses","1900000000000002832720","Other Marketing","5085","USD","01/01/2016","12/31/2016",2500.00,12400.00
"WF5085-160004","Orencia 16 - Non promotional events","1900000000000002832720","Other Marketing","5085","USD","01/01/2016","12/31/2016",2500.00,12400.00
"WF0059-160035","Opdivo (M)-MA-Van Oort project 2016","1900000000000002654820","Other Marketing","0059","EUR","01/01/2016","12/31/2016",67797.50,150000.00
"WF0059-160036","Opdivo (L)-MA-Van Oort project 2016","1900000000000002655220","Other Marketing","0059","EUR","01/01/2016","12/31/2016",20000.00,140000.00
"WF0059-160037","Opdivo (R)-MA-Van Oort project 2016","1900000000000002654720","Other Marketing","0059","EUR","01/01/2016","12/31/2016",8065.00,75000.00
"W50412-160075","Opportunity meetings","1900000000000002711120","A&P","0412","ILS","01/01/2016","12/31/2016",214646.39,253400.00
"W50101-160111","Orencia annual sponsorship fees","1900000000000002670420","A&P","0101","EUR","01/01/2016","12/31/2016",115531.65,322845.00
